system,dataset,repeat,MAPE,MAE,RMSE
dconvert,jpeg-large.csv,9,0.13362485888152484,0.418371624785889,0.5707920853329
dconvert,jpeg-large.csv,10,0.13070552329751453,0.4036372360647915,0.552296773725804
dconvert,jpeg-large.csv,11,0.13702591240918444,0.421695639542541,0.5658429672976268
dconvert,jpeg-large.csv,12,0.13479985627824584,0.4265362709079039,0.5876220260143447
dconvert,jpeg-large.csv,13,0.1358271545480528,0.4136222380412385,0.5490275169245499
dconvert,jpeg-large.csv,14,0.13236352417932779,0.4175563802049417,0.570946192094115
dconvert,jpeg-large.csv,15,0.13936809195760794,0.42512365023398324,0.5662014122573875
dconvert,jpeg-large.csv,16,0.13502702912317846,0.41749902449530274,0.563579576929173
dconvert,jpeg-large.csv,17,0.13464150565627592,0.4229046391224855,0.5794220851808008
dconvert,jpeg-large.csv,18,0.13403676201578932,0.4216879994333926,0.5783136235039135
