system,dataset,MAPE_avg,MAE_avg,RMSE_avg,MAPE_std,MAE_std,RMSE_std,num_repeats
kanzi,large.csv,1.4649242135114435,4.42707487281109,6.896896060618021,0.0685410015534223,0.10392830740819219,0.19471398905903614,30
kanzi,misc.csv,0.47733519543165404,0.40940469891513337,0.6143807328175241,0.01596223036398964,0.009393946895962452,0.014978180046160746,30
kanzi,silesia.csv,3.063504519888511,83.17739698688683,129.76374926170885,0.17216512267363024,1.9743466097518265,3.647670967277758,30
kanzi,vmlinux.csv,28.33827800872519,164.68742462451866,224.27825031977702,1.232787050709129,2.8791193497294483,4.72973696614159,30
lrzip,ambivert.wav.tar.csv,1.6742531391457685,14.223430950919266,22.507403932815656,0.2668684214172297,1.5134288621224319,3.090815805665721,30
lrzip,artificl.tar.csv,13.303460811960246,1.2555599920330132,1.4155572849233746,2.800918150129123,0.05821882145103204,0.07605580815921514,30
lrzip,deepfield.tar.csv,1.6653026170787872,13.923245148371972,21.820672108947253,0.2775844349532761,1.5210655558433055,3.183167887325005,30
lrzip,enwik8.tar.csv,1.1548341463883847,18.917341828474104,27.107492640120782,0.15546096331318496,1.6824202795011836,3.2305601479534642,30
lrzip,fannie_mae_500k.tar.csv,0.12069119157498939,5.17057892275271,7.436372632106599,0.009354400701520577,0.48556970520249626,0.8324055857831657,30
lrzip,large.tar.csv,1.00333747171278,2.2271558176586175,2.9620192011967457,0.16966796140225468,0.19855967314050896,0.25767706118137756,30
lrzip,misc.tar.csv,2.6410378179490177,1.2611025103533033,1.4468181505808704,0.49178749409697337,0.07091161417202635,0.0880176411952843,30
lrzip,silesia.tar.csv,1.3390816960761807,31.864880406928137,45.77508109398818,0.17420201997255694,2.7626084267425006,5.296328520472623,30
lrzip,uiq-32.bin.csv,2.219956931823304,53.23497935181771,75.54733685833989,0.31254553692398923,4.596353979923736,8.25079802634554,30
lrzip,uiq2-16.bin.csv,1.9749485878756792,29.1582891186389,41.883905393574416,0.2741093672069883,2.4803465609705304,4.821006812971325,30
lrzip,uiq2-4.bin.csv,1.2990625001040585,6.989386432308914,10.520038465341887,0.2048726794219837,0.7209891111852927,1.4106790396987907,30
lrzip,uiq2-8.bin.csv,1.57871822529236,14.526280455929422,21.159579147365264,0.22902467553410236,1.308750859089916,2.691062549985917,30
lrzip,vmlinux-5.10.tar.csv,0.8154695246028199,4.541660189213639,6.699364900593998,0.11934050669708385,0.453238980332469,0.8006875334667924,30
x264,blue_sky_1080p25_short.y4m.csv,0.7751410076999298,3.1475987057495884,4.081760847126286,0.03870990424789945,0.058905869214967495,0.08802724649719626,30
